Interne Zeilen ID;Interne Firmen ID;Dienste nach Alphabet und Jahr;Name;Sitz;Rechtsform;Reg.-gericht;HR-Nr. (neueste);IK-Nr.;GF;Jahr;Anlagenintensität (Quote);Umlaufintensität (Quote);Forderungsintensität (Quote);Vorratsintensität (Quote);Eigenkapitalquote;Fremdkapitalquote;Verschuldungsgrad (Quote);Anlagendeckungsgrad 1 (Quote);Anlagendeckungsgrad 2 (Quote);Liquidität Grad 1 (Quote);Liquidität Grad 2 (Quote);Liquidität Grad 3 (Quote);Eigenkapitalrentabilität (Quote);Gesamtkapitalrentabilität (Quote);Personalaufwandsquote;Personalaufwand je MA;Materialaufwandsquote;Materialaufwand je MA;Anlagevermögen (Einzelwert);Umlaufvermögen (Einzelwert);Gesamtvermögen (Einzelwert);Forderungen (Wertesumme);Kurzfristige Forderungen (Wertedifferenz);Bestand Vorräte (Wertesumme);Eigenkapital (Einzelwert);Gesamtkapital (Einzelwert);Fremdkapital (Wertesumme);Langfristiges Fremdkapital (Wertesumme);Liquide Mittel (Wertesumme);Kurzfristige Verbindlichkeiten (Wertedifferenz);Langfristige Verbindlichkeiten (Wertesumme);Jahresüberschuss (Wertesumme);Bilanzgewinn (Wertesumme);Fremdkapitalzinsen;Personalaufwand;Materialaufwand;Gesamtleistung;Mitarbeiter;1001;1002;1003;1004;1005;1006;1007;1008;1009;1010;1011;1012;1013;1014;1015;1016;1017;1018;1019;1020;1021;1022;1023;1024;1025;1026;1027;1028;1029;1030;1031;1032;1033;1034;1035;1036;1037;1038;1039;1040;1041;1042;1043;1044;1045;1046;1047;1048;1049;1050;1051;1052;1053;1054;1055;1056;1057;1058;1059;1060;1061;1062;1063;1064;1065;1066;1067;1068;1069;1070;1071;1072;1073;1074;1075;1076;1077;1078;1079;1080;1081;1082;1083;1084;1085;1086;1087;1088;1089;1090;1091;1092;1093;1094;1095;1096;1097;1098;1099;1100;1101;1102;1103;1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1116;1117;1118;1119;1120;1121;1122;1123;1124;1125;1126;1127;1128;1129;1130;1131;1132;1133;1134;1135;1136;1137;1138;1139;1140;1141;1142;1143;1144;1145;1146;1147;1148;1149;1150;1151;1152;1153;1154;1155;1156;1157;1158;1159;1160;1161;1162;1163;1164;1165;1166;1167;1168;1169;1170;1171;1172;1173;1174;1175;1176;1177;1178;1179;1180;1181;1182;1183;1184;1185;1186;1187;1188;1189;1190;1191;1192;1193;1194;1195;1196;1197;1198;1199;1200;1201;1202;1203;1204;1205;1206;1207;1208;1209;1210;1211;1212;1213;1214;1215;1216;1217;1218;1219;1220;1221;1222;1223;1224;1225;1226;1227;1228;1229;1230;1231;1232;1233;1234;1235;1236
183;26;155;Pflegedienst am See GmbH;Potsdam;GmbH;Potsdam;16741;461207158;Petra Krehan;2022;0,192913457;0,787454701;0,742469365;0;0,389719592;0,610280408;1,565947467;2,020178369;2,438459198;0,08494396;;0,787454701;0,188307511;0;;;;;123228;503005,18;638773,48;474269,74;474269,74;0;248942,54;638773,48;389830,94;51543,91;28735,44;338287,03;0;46877,75;0;;;;0;;123228;;;;2840;;;;;120388;;;;;;;;;;;;;;;;;;;;248942,54;;;;;;;;;;;;;;;;177064,79;;;;;;25000;;;;;;;46877,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12540,3;;;51543,91;;;;;;;;;638773,48;638773,48;503005,18;;474269,74;;;;;;;;;;;;;;;28735,44;;;;;;;;;;338287,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;27;161;Pflegedienst Herbstzeit GmbH;Potsdam;GmbH;Potsdam;26740;463204375;Andreas Alert, Michael Köder-Höller;2022;0,563292479;0,416729206;0,41541223;0;0,371234548;0,628765452;1,69371481;0,659044035;0,807365545;0,002415508;;0,399042725;-0,932555276;0;0,746948907;43022,35478;0,086171481;4963,257826;383696;283862;681166,56;282964,92;270917,48;0;252872,56;681166,56;428294;56910,37;897,08;371383,63;0;-235817,64;0;;1979028,32;228309,86;2649482,85;46;383696;;;;228243;7;;228236;;155453;;15966;139487;;;;;;;;;;;;;;;;;252872,56;;;;;;;;;;;12500;25000;-12500;;;122463,74;;;;;;;;;;;-117908,82;;;;;;;;;;;;;;;;;;;124993,49;;;;;;124993,49;;;49014,75;;;;;;;;;;;;;;;;1654244,92;;;;;;;;-117908,82;;;228309,86;;;;;;9158,88;219150,98;73486,09;1979028,32;1630969,43;;348058,89;16176;;;3840,39;97998,08;;;114,55;;;;68763,05;;897125,3;4138,08;;;;;;;;;;;;;;;;;;46;;;;;;;;;13608,56;;;56910,37;35475,4;21434,97;;;;;;;681166,56;681166,56;283862;;282964,92;;;269774,71;;;;;;13190,21;12047,44;;;;;;;897,08;;;;;;;;371383,63;;;;;;;;0;0;60045,39;25253,28;;60045,39;;;14241,84;14241,84;;;295598,02;9873,53;;;;;;1498,38;;
185;28;167;Pflegedienst Marcel Krönert GmbH;Potsdam;GmbH;Potsdam;34492;461212111;Marcel Krönert;2022;0,156261437;0,842670087;0,552737144;0,842670087;0,713098528;0,286901472;0,402330759;4,563496551;5,50780879;2,08073074;;1,685340174;0,581667713;0;0,664973046;18770,5176;0,070070327;1977,9092;61423,73;331239,37;393083,1;217271,63;217271,63;331239,37;280306,98;393083,1;112776,12;58003,18;113967,74;54772,94;0;163045,52;0;;469262,94;49447,73;705687,16;25;61423,73;;;;25199,73;;;;;36224;;;;;;;;;;;;;;;;;;;;280306,98;;;;;;;;;;;;;;;;;;91261,46;;26000;;;;;;;;;;163045,52;;;;;;;;;;;;;;;;;16480,69;16480,69;;;;;;;2266,17;;;;;;;;97291,85;;;;;;;692968,19;;;;;;;97291,85;;;;;49447,73;;;5045,1;17566,32;1242,1;376,81;25217,4;20535;469262,94;402350,4;65225,8;;;;;;12718,97;707,93;;;;;;48221,12;;;1473,73;;;;;;;;;;;;;;;;;;25;;;;;;;;;420;;;58003,18;;;;;;;;;393083,1;393083,1;331239,37;;217271,63;;;;;;;;;;;;;;;113967,74;;;;;331239,37;;;;;54772,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;30;179;Pflegedienst Qualitas GmbH;Potsdam;GmbH;Potsdam;16397;461206965;Brigitte Naumann, Friederike Fritz, Alexander Fritz;2022;0,078976255;0,888404664;0,236512391;0,002082196;0,88685801;0,107647392;0,121380639;11,22942604;11,92655595;12,35599246;;0,888404664;0;0,853071189;;;;;59605,92;670507,58;754732,17;178503,51;178503,51;1571,5;669340,27;754732,17;81244,95;41553,07;490432,57;39691,88;0;0;643840,27;;;;0;34;59605,92;;;;1;;;;;59604,92;;;;;;;;;;;;;;;;;;;;669340,27;;;;643840,27;;;;;;;;;;;;;;;;25500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;;;;;;;24618,67;;4146,95;41553,07;;;;;;;;;754732,17;754732,17;670507,58;;178503,51;;;;;;;;;;;;;;;490432,57;;;;;1571,5;;;;;39691,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;31;185;Pflegedienst Träger GmbH;Treuenbrietzen;GmbH;Potsdam;36099;461202153;Andreas Träger;2022;0,3751516;0,605864454;0,496555723;0;0,429600553;0,570399447;1,327743745;1,145138534;1,669877184;0,29262698;;0,605864454;0,136873933;0;;;;;116109;187514,37;309498,88;153683,44;153683,44;0;132960,89;309498,88;176537,99;60926,88;33830,93;115611,11;0;18198,88;0;;;;0;34;116109;;;;4364;;;;;111745;;;;;;;;;;;;;;;;;;;;132960,89;;;;;;;;;;;;;;;;88762,01;;;;26000;;;;;;;;;18198,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;;;;;;;5875,51;;;60926,88;;;;;;;;;309498,88;309498,88;187514,37;;153683,44;;;;;;;;;;;;;;;33830,93;;;;;;;;;;115611,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;32;191;Pflegeteam Potsdam Antje Schneider GmbH;Potsdam;GmbH;Potsdam;27727;463204319;Antje Schneider;2022;0,202820595;0,788213935;0,352052656;0;0,605362657;0,394637343;0,651902356;2,984719853;3,314312045;1,330614923;;0,788213935;0;0,571928077;;;;;157721;612945,1;777637,99;273769,52;273769,52;0;470753;777637,99;306884,99;51983,61;339175,58;254901,38;0;0;444753;;;;0;20;157721;;;;3;;;;;157718;;;;;;;;;;;;;;;;;;;;470753;;;;444753;;;;;;;;;;;;;;;;26000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;6971,89;;;51983,61;;;;;;;;;777637,99;777637,99;612945,1;;273769,52;;;;;;;;;;;;;;;339175,58;;;;;;;;;;254901,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;33;197;"PSL ""Ihr Pflegedienst für Stadt und Land"" GmbH";Beetzsee;GmbH;Potsdam;28439;463202373;Eva Rettig;2022;0,827927683;0,15438371;0,104293189;0;0,243045702;0,756388436;3,112124297;0,293559096;0,306491936;0,067174197;;0,154151478;0,043384602;0,482115712;0,629631785;27949,22118;0,125372782;5565,271176;5622679,22;1048461,23;6791268,53;708283,05;706705,9;0;1650588,63;6791268,53;5136836,98;72717,21;340178,18;5064119,77;0;71610,13;3274177,26;;2375683,8;473048,05;3773131,94;85;5622679,22;1000;;1000;2;;1;1;;5621677,22;;80929;362936;3109988,14;2039832,44;26080,64;;1911;;;;;;;;;;;;1650588,63;;;;1637088,63;;1565478,5;;;;;26000;;-12500;;;;;;;13500;;;;;;;;;;;;;;;;;;;;;;;;;;114200,6;;;;;;;114200,6;;23540,95;;;1637088,63;;;;;;;;;;;;;1522112,72;9077,33;24477,07;;35601,08;0;;1565478,5;;;71610,13;473048,05;;;;;30115,08;49791,33;393141,64;255084,75;2375683,8;1982879,31;;392804,49;11602,63;;;353916,34;541698,89;;;1195,09;;;;107049,68;;1638969,76;64878,02;;;;65880,38;;;;;;;;;;;;;;85;;;;;;;;;120128,08;55814,44;920,25;72717,21;52784,04;19933,17;;2922,67;2922,67;;;;6791268,53;6791268,53;1048461,23;;708283,05;;;327602,36;50;;181582,46;;;199098,23;1527,15;;;;;;;340178,18;;;;;;;;5064119,77;;;;;;;;;;80860,35;35198,51;0;48307,35;;;195756,34;195756,34;;;4778622,61;1484989,24;;;;;;8880,47;;
190;34;203;PTS Pflegeteam Sanitas GmbH;Kleinmachnow;GmbH;Potsdam;28074;461210222;Angela Heyroth;2022;0,201503154;0,784786122;0,489256602;0;0,626330363;0,373669637;0,596601504;3,108290614;3,485016597;0,992515259;;0,784786122;0,207922781;0,926387383;0,584709964;31624,225;0,214221472;11586,23667;30879,5;120265,13;153245,74;74976,49;74976,49;0;95982,46;153245,74;57263,28;11633,11;45288,64;45630,17;0;19956,94;141964,92;;379490,7;139034,84;649023,83;12;30879,5;;;;0,5;0,5;;;;30879;;6524;24355;0;;;;;;;;;;;;;;;;95982,46;;;;70982,46;;51025,52;;;;;;;;;;;;;;25000;;;;;;;;;;;;;;;;;;;;;;;;;;14257,69;;;;;;;14257,69;;16772,94;;;70982,46;;;;;;;;;;;;;435490,5;;;;;;;51025,52;;;19956,94;139034,84;;;;;;;139034,84;27335,6;379490,7;302805,91;;76684,79;;;;40636,57;28963,39;;;1,17;;;;11517,01;;184568,77;21,54;;;;;;;;;;;;;;;;;;12;;;;;;;;;2101,11;;;11633,11;7793,96;3839,15;;;;;;;153245,74;153245,74;120265,13;;74976,49;;;66743,59;;;;;;8232,9;;;;;;;;45288,64;;;;;;;;45630,17;;;;;;;;;;11011,67;6804,75;3491,97;11011,67;;;34618,5;34618,5;;;;;;;;;;;;
191;35;209;SAB Service für Assistenz und Pflege im ambulanten Bereich GmbH;Düsseldorf;GmbH;Düsseldorf;79412;461213441;Jacek Sabiniarz;2022;0,25365458;0,742800418;0,688698949;0;0,588399722;0,411600278;0,699524937;2,319688935;3,714837086;0,937397231;18,37816017;0,734298785;0,372853464;0,565929742;0,829425062;38102,25322;;;2049383,85;6001402,31;8079427,75;5564293,4;5495605,07;0;4753933,04;8079427,75;3325494,71;2859194,09;437108,91;466300,62;322813,27;1772520,4;4572388,46;;20803830,26;;25082230,1;546;2049383,85;12250;;12250;;;;;;2037133,85;208074;;;1165131,85;;;663928;;;;;;;;;;;;;4753933,04;38220;-13780;52000;2286194,23;;956803,93;;;;;;;;2429518,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89511,29;;;;;;;89511,29;;;;;2286194,23;443130,1;;;443130,1;;1773846,08;;;;;;;;;;;;;;956803,93;;;1772520,4;;;;;;;;;;20803830,26;17322177,25;;3481653,01;;42883,22;25077151,19;2063498,35;;;1325,68;5078,91;3866,69;;340524,87;;;;11019,25;;;426,2;;;;;;;;;;;;;;;546;;300;;;246;;;;28641,59;;0;2536380,82;;;;;;;;;8079427,75;8079427,75;6001402,31;;5564293,4;505,92;68688,33;;;;;;;5563787,48;;;;;;437108,91;;;;;;;;;;789113,89;;;;0;0;;;;;435776,01;;;435776,01;;;;;;;353337,88;30524,27;322813,27;;;;;;;
192;36;215;St. Josef Sozialstation Potsdam GmbH;Potsdam;GmbH;Potsdam;20800;501205394;Andreas Barthold, Oliver Pommerenke;2022;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;37;221;VERITAS Pflegedienst Brandenburg GmbH;Potsdam;GmbH;Potsdam;28439;461208650;Dmitri Davidoff;2022;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;38;227;Wallow & Schneider GmbH Häusliche Krankenpflege, Betreutes Wohnen;Potsdam;GmbH;Potsdam;18015;461209003;Carlo Wallow, Antje Schneider;2022;0,213349985;0,766530264;0,411751094;0;0,665230952;0,334769048;0,503237329;3,11802671;4,061973067;2,65995057;;0,720213048;0,178520151;0;;;;;67258,25;241647,47;315248,44;129803,89;115202,46;0;209713,02;315248,44;105535,42;63488,18;111843,58;42047,24;0;37438;0;;;;0;;67258,25;2800;;;215,25;;;;;64243;;;;;;;;;;;;;;;;;;;;209713,02;;;;;;;;;;;;;;;;147175,02;;;;25100;;;;;;;;;37438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6342,72;;;63488,18;;;;;;;;;315248,44;315248,44;241647,47;;129803,89;205,94;14601,43;;;;;;;;;;;;;111843,58;;;;;;;;;;42047,24;;;;184,06;;42047,24;0;;;;;;;;;;;;;;;;;;;;;;
195;39;233;Wildgrube & Müller GmbH;Treuenbrietzen;GmbH;Potsdam;28741;463201511;Yvonne Wildgrube, Stephan Müller;2022;0,11001902;0,880645874;0,54246978;0;0,687288017;0,312711983;0,454994087;6,246992707;7,678985414;2,17945347;;0,880645874;0,113212017;0;;;;;71300;570719,96;648069,76;351558,26;351558,26;0;445410,58;648069,76;202659,18;102101,08;219161,7;100558,1;0;50425,83;0;;;;0;;71300;;;;3;;;;;71297;;;;;;;;;;;;;;;;;;;;445410,58;;;;;;;;;445410,58;;;;;;;;;369984,75;;;;;;;;25000;0;;50425,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6049,8;;;102101,08;;;;;;;;;648069,76;648069,76;570719,96;;351558,26;;;;;;;;;;;;;;;;;219161,7;;;;;;;;100558,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;1;6;Advoco Pflegedienst GmbH;Potsdam;GmbH;Potsdam;22822;463201668;Yuliya Kyryan;2023;0,176718117;0,815042858;0,617181848;0,023804118;0,676451606;0,323548394;0,478302351;3,827856573;5,223165678;2,261301511;32,7167955;0,807106621;0;0,72969499;;;;;159315;734777,82;901520,47;556402,07;549247,39;21459,9;609834,97;901520,47;291685,5;222293,67;156915,85;69391,83;21584,12;0;657834,97;;;;0;;159315;;;;4968;;;;;154347;;;;;;;;;;;;;;;;;;;;609834,97;18000;-9000;27000;657834,97;;471213,89;;;;;;;;-66000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7427,65;;;200709,55;;;;;;;;;901520,47;901520,47;734777,82;;556402,07;105519,7;7154,68;;;;;;;;;;;;;156915,85;;;;;21459,9;;;;;90975,95;;;;;;69391,83;21584,12;;;;;;;;;;;;;;;;;;;;;;
197;2;12;Ambulante Pflege Lehmann UG (haftungsbeschränkt);Potsdam;UG (haftungsbeschänkt);Potsdam;31142;461212177;Nicole Lehmann;2023;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;3;18;Ambulanter Pflegedienst im Oberlinhaus gemeinnützige GmbH i. L.;Potsdam;gGmbH i. L.;Potsdam;15698;461217456;Thomas Neubauer;2023;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;4;24;Atemzug Intensivpflege Burkart GmbH;Stahnsdorf;GmbH;Potsdam;29193;461210665;Martina Burkart;2023;0,071417026;0,928582974;0,488751907;0;0,735382553;0,264617447;0,359836449;10,2970201;10,62394765;1,822988467;;0,928582974;0;0,692500631;;;;;82439;1071893,58;1154332,58;564182,25;564182,25;0;848876,04;1154332,58;305456,54;26951,58;507711,33;278504,96;0;0;799376,04;;;;0;73;82439;;;;1;;;;;82438;;;;;;;;;;;;;;;;;;;;848876,04;;;;799376,04;;818960,96;;;;;;;;24500;;;;;;25000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73;;;;;;;;;0;;;26951,58;;;;;;;;;1154332,58;1154332,58;1071893,58;;564182,25;;;;;;;;;;;;;;;507711,33;;;;;;;;;;278504,96;;;;32276,11;;278504,96;;;;;;;;;;;;;;;;;;;;;;;
200;5;30;Backschies Häusliche Krankenpflege und Seniorenbetreuung GmbH;Potsdam;GmbH;Potsdam;32889;461200663;Lydia Backschies, Heike Jezewski;2023;0,149050639;0,831939679;0,778393265;0;0,055608284;0,944391716;16,9829321;0,373083165;1,421253728;0,067938403;;0,831939679;2,14970307;0;;;;;31179;174028,42;209183,94;162827,37;162827,37;0;11632,36;209183,94;197551,58;32680,91;11201,05;164870,67;0;25006,12;0;;;;0;30;31179;;;;1278;;;;;29901;;;;;;;;;;;;;;;;;;;;11632,36;;;;;;;;;;;;;;;;;;;;25000;;;;;;;25006,12;;;;;;25000;;;;;13361,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;3976,52;;;32680,91;;;;;;;;;209183,94;209183,94;174028,42;;162827,37;;;;;;;;;;;;;;;11201,05;;;;;;;;;;164870,67;;;;;;164870,67;;;;;;;;;;;;;;;;;;;;;;;
201;6;36;Care Vita GmbH;Werder (Havel);GmbH;Potsdam;30922;461212031;Stephanie Gräber;2023;0,516484455;0,475258369;0,466705135;0;0,142342909;0,857657091;6,025288493;0,275599599;0,560111245;0,012034753;;0,475258369;0;0,128225819;;;;;914644;841636,59;1770903,25;826489,64;826489,64;0;252075,52;1770903,25;1518827,73;260226,87;15146,95;1258600,86;0;0;227075,52;;;;0;86;914644;700000;;;183356;;;;;31288;;;;;;;;;;;;;;;;;;;;252075,52;;;;227075,52;;;13454,16;;;;;;;;;;;;;25000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;;;;;;;;;14622,66;;;260226,87;;;;;;;;;1770903,25;1770903,25;841636,59;;826489,64;;;;;;;;;;;;;;;15146,95;;;;;;;;;;1258600,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;7;42;carebrandenburg24 Pflegedienst GmbH;Kleinmachnow;GmbH;Potsdam;33650;461214102;Emrah Türker;2023;0,151991095;0,830608123;0,414240949;0,000879876;0,545188788;0,454811212;0,834227009;3,586978498;4,00992085;0,056527696;;0,153121566;0,830236615;0;0,699022321;46861,56713;0,111378824;7466,694653;250159,01;1367080,79;1645879,39;681790,64;214237,63;1448,17;897314,99;1645879,39;748564,4;105802,84;36333,83;642761,56;0;744983,76;0;;3549763,71;565602,12;5078183,63;75,75;250159,01;;;;1;1;;;;250158,01;;208078;666;26522,01;;;;14892;;;;;;;;;;;;897314,99;;;;;;;;;;;;;;;;494823,11;;;;30000;;;;;;;;;372491,88;;;;;;;;;;;;;;;;;36589,62;;;36589,62;;;;;;27882,06;0;;;;;;;;;;;;;;;567069,98;;;;0;507892,95;;;;;372491,88;565602,12;;;;;14638,42;45036,87;505926,83;356899,25;3549763,71;2966102,39;;583661,32;2216,28;;;61493,44;238126,53;;;9768,3;;;;102599,48;;3755325,87;4862,07;;;;;;;;;;;;;;;;;;75,75;;;;;;;;;28639,59;;;105802,84;105802,84;;;;;;;;1645879,39;1645879,39;1367080,79;;681790,64;;;1329298,79;;;;62810,23;;584697,92;467553,01;;;;;;;36333,83;;;1448,17;1448,17;;;;642761,56;;;;;;;;;;282783,28;41849,4;4453,1;238015,56;;;142683,86;142683,86;;;211633,65;177976,84;;;;;;5660,77;;
203;8;48;COMCURA GmbH;Beelitz (vormals: Coswig);GmbH;Dresden;28687;463202965;Dr. Matthias-Hagen Lakotta;2023;0,203509489;0,769140294;0,615825117;0,012133893;0,327375085;0,672624915;2,054600198;1,608647767;2,16966879;0,252808356;;0,769140294;0,289222606;0;;;;;522093,84;1973192,56;2565452,07;1579869,82;1579869,82;31128,92;839865,09;2565452,07;1725586,98;292905,62;362193,82;1432681,36;0;242907,97;0;;;;0;91,75;522093,84;;;;208997;;;;;313096,84;;;;;;;;;;;;;;;;;;;;839865,09;;;;;;;;;;;;;;;;;571957,12;;;25000;;;;;;;;242907,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,75;;;;;;;;;70165,67;;;292905,62;;;;;;;;;2565452,07;2565452,07;1973192,56;;1579869,82;;;;;;;;;;;;362193,82;;;;;;;;31128,92;;;;;1432681,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;9;54;Comfort Homecare GmbH Brandenburg;Erkner;GmbH;Frankfurt (Oder);16386;461211553;Thomas Wierzoch;2023;0,28076774;0,714524773;0,383919036;0,008357683;0,597113014;0,402886986;0,674724844;2,126715183;2,448925077;1,031455049;;0,714524773;0;0,584902749;;;;;574860;1462959,07;2047457,45;786057,89;786057,89;17112;1222563,49;2047457,45;824893,96;185225,58;659789,18;639668,38;0;0;1197563,49;;;;0;32;574860;;;;1;;;;;574859;;;;;;;;;;;;;;;;;;;;1222563,49;;;;1197563,49;;;;;;;;;;;;;;;;25000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;;;;;;9638,38;;;185225,58;;;;;;;;;2047457,45;2047457,45;1462959,07;;786057,89;;;;;;;;;;;;;;;659789,18;;;;;17112;;;;;639668,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;10;60;ConVIDA V&P Ambulanter Pflegedienst GmbH;Teltow;GmbH;Potsdam;27507;463202681;Juan Manuel Velez Rodrigues, Malgorzata Pierowska;2023;0,126904619;0,872300816;0,653314975;0;0,644400284;0,355599716;0,551830476;5,077831584;5,402707574;0,696583104;;0,872300816;0;0,624208251;;;;;82332;565923,22;648770,71;423851,62;423851,62;0;418068,03;648770,71;230702,68;26747,69;142071,6;203954,99;0;0;404968,03;;;;0;11;82332;;;;2064;;;;;80268;;;;;;;;;;;;;;;;;;;;418068,03;;;;404968,03;;;;;;;;;;;;;;;;25600;;;;;;;;;;;;;;;;-12500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;;515,49;;;26747,69;;;;;;;;;648770,71;648770,71;565923,22;;423851,62;;;;;;;;;;;;;;;142071,6;;;;;;;;;;203954,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
